0.00270624,0.7785465,1.772182,2.372182,4.906293,7.963522,0,Tili.amer,951,10,50,65
0.00363644,0.8963063,3.308654,3.908654,4.420475,41.797,1,Quer.rubr,833,,,
0.0009466099,0.7308394,1.541429,2.141429,5.191073,32.86084,1,Popu.trem,746,,,
0.004199,0.9153383,3.755318,4.355318,4.033199,33.45283,2,Popu.gran,743,,,
0.004199,0.9153383,3.755318,4.355318,2.943311,25.53084,2,Betu.papy,375,,,
0.004199,0.9153383,3.755318,4.355318,6.921505,22.20302,2,Acer.sacc,318,,,
0.00316175,0.8829655,3.242092,3.842092,0.05032068,26.60395,2,Acer.rubr,316,,,
0.00316175,0.8829655,3.242092,3.842092,0.8549305,16.54489,2,Abie.bals,12,,,
0.0021245,0.8391972,2.623011,3.223011,0.01886711,18.23427,2,,,,,
0.0021245,0.8391972,2.623011,3.223011,7.32721,28.20806,2,,,,,
0.0021245,0.8391972,2.623011,3.223011,4.365293,24.91605,2,,,,,
0.0021245,0.8391972,2.623011,3.223011,6.380847,21.18797,2,,,,,
0.0021245,0.8391972,2.623011,3.223011,0.4988993,8.498129,2,,,,,
0.0021245,0.8391972,2.623011,3.223011,8.000626,22.64322,2,,,,,
0.0021245,0.8391972,2.623011,3.223011,3.91037,22.11721,2,,,,,
0.00108725,0.7616584,1.797156,2.397156,7.195339,40.50236,2,,,,,
5E-05,0.02400485,0.01474608,0.6147461,9.822989,32.38221,2,,,,,
5E-05,0.02400485,0.01474608,0.6147461,1.641508,19.29992,2,,,,,
0.00102267,0.7687708,1.879935,2.479935,0.5169531,26.85705,3,,,,,
0.000413235,0.6043647,0.898735,1.498735,2.836787,46.12275,4,,,,,
5E-05,0.01702163,0.01,0.5880452,4.899335,2.143137,4,,,,,
0.0017746,0.848857,2.73073,3.330729,3.853881,31.20907,5,,,,,
0.00134345,0.8186457,2.359999,2.96,0.247969,44.071,5,,,,,
0.0009123,0.7749927,1.912066,2.512066,6.160783,14.58872,5,,,,,
0.0019588,0.8255422,2.335166,2.935165,7.159269,0.9277656,6,,,,,
0.0019588,0.8255422,2.335166,2.935165,3.402236,24.45342,6,,,,,
0.0019588,0.8255422,2.335166,2.935165,2.672168,35.43043,6,,,,,
0.0010044,0.73702,1.566519,2.166518,7.703475,17.26156,6,,,,,
5E-05,0.01807016,0.01,0.5539304,4.9364,30.24686,6,,,,,
0.0033703,0.8161668,2.072294,2.672294,3.984714,28.44243,0,,,,,
0.00811949,1.010115,4.997497,5.597497,3.379592,0.9969289,1,,,,,
0.00453305,0.9240487,3.713398,4.313398,2.657995,31.23986,1,,,,,
0.00938525,0.001830743,0.01,6.214141,6.336684,6.305546,2,,,,,
0.00938525,0.001830743,0.01,6.214141,2.195397,34.79009,2,,,,,
0.00938525,0.001830743,0.01,6.214141,5.196087,6.185084,2,,,,,
0.008348,1.008304,5.300703,5.900703,7.833614,21.61227,2,,,,,
0.008348,1.008304,5.300703,5.900703,6.084888,7.665135,2,,,,,
0.008348,1.008304,5.300703,5.900703,4.508441,23.2011,2,,,,,
0.008348,1.008304,5.300703,5.900703,6.288233,5.747292,2,,,,,
0.008348,1.008304,5.300703,5.900703,7.047367,28.38198,2,,,,,
0.007310749,0.9878398,4.964682,5.564682,3.370148,47.93083,2,,,,,
0.0062735,0.9660302,4.600848,5.200848,6.856091,29.75031,2,,,,,
0.0062735,0.9660302,4.600848,5.200848,4.267858,24.89081,2,,,,,
0.00523625,0.9422438,4.201626,4.801626,3.768321,29.68333,2,,,,,
0.00523625,0.9422438,4.201626,4.801626,3.248992,46.0179,2,,,,,
0.00523625,0.9422438,4.201626,4.801626,0.3345968,40.03301,2,,,,,
0.003319115,0.8938878,3.17177,3.77177,6.132017,40.62047,4,,,,,
0.00222941,0.8445344,2.56216,3.16216,5.584437,42.41671,4,,,,,
0.00393035,0.9396724,4.066008,4.666008,6.477216,30.30127,5,,,,,
0.00306805,0.9095879,3.600884,4.200884,4.899136,5.790369,5,,,,,
0.0026369,0.8922536,3.339648,3.939648,7.119592,23.5018,5,,,,,
0.0033904,0.8955007,3.166557,3.766557,4.628131,19.89642,6,,,,,
0.0033904,0.8955007,3.166557,3.766557,4.145501,33.02414,6,,,,,
0.0029132,0.8757783,2.915569,3.515569,0.8504214,37.45948,6,,,,,
0.002436,0.8530331,2.640983,3.240983,1.285925,42.86133,6,,,,,
0.009386198,0.001830684,0.01,6.214418,8.073653,20.09065,2,,,,,
0.009386198,0.001830684,0.01,6.214418,6.575384,12.9604,2,,,,,
0.009386198,0.001830684,0.01,6.214418,5.050262,0.9348766,2,,,,,
0.009386198,0.001830684,0.01,6.214418,5.494239,44.05264,2,,,,,
0.01353425,0.0819999,0.499822,7.305343,4.207686,35.45066,2,,,,,
0.01353425,0.0819999,0.499822,7.305343,8.701029,40.36811,2,,,,,
0.01353425,0.0819999,0.499822,7.305343,3.342031,23.48544,2,,,,,
0.01145975,0.001720928,0.01,6.787474,2.106497,13.64462,2,,,,,
0.01145975,0.001720928,0.01,6.787474,5.487156,12.48423,2,,,,,
0.007832631,0.9995238,5.516607,6.116607,0.007033966,21.92679,3,,,,,
0.00513529,0.9535589,3.976243,4.576242,6.004252,35.47196,4,,,,,
0.0052238,0.978269,4.664145,5.264145,4.941587,47.75452,5,,,,,
0.01267715,0.004543005,0.02575175,6.831273,8.810126,33.72301,1,,,,,
0.009387146,0.001830625,0.01,6.214696,2.604449,3.227679,2,,,,,
0.01492604,0.1314679,0.82276,7.628281,6.911718,4.438463,2,,,,,
0.01492604,0.1314679,0.82276,7.628281,2.880064,16.62735,2,,,,,
0.01151455,0.001718486,0.01,6.801798,3.933201,25.61227,2,,,,,
0.01151455,0.001718486,0.01,6.801798,3.293813,14.7535,2,,,,,
0.01042322,0.001771204,0.01,6.508982,7.837144,16.62941,2,,,,,
0.006224995,0.9835051,4.383457,4.983458,5.489971,34.03947,4,,,,,
0.0069484,1.023507,5.340946,5.940946,6.736853,15.95627,5,,,,,
0.007207999,1.00985,4.707049,5.307049,1.962555,23.43159,6,,,,,
0.01170866,0.001804191,0.01,6.592814,4.414448,26.23767,1,,,,,
0.01081075,0.001846873,0.01,6.361779,3.35794,48.21012,1,,,,,
0.01395807,0.05606256,0.3261521,7.131673,6.78558,46.21934,1,,,,,
0.02171548,0.3218085,2.197361,9.002882,4.735638,40.69852,2,,,,,
0.0184568,0.2385853,1.573177,8.378698,2.325364,7.780088,2,,,,,
0.0184568,0.2385853,1.573177,8.378698,3.493015,36.03283,2,,,,,
0.0149176,0.1311825,0.8208519,7.626373,6.794809,21.10798,2,,,,,
0.0149176,0.1311825,0.8208519,7.626373,0.8013087,15.30542,2,,,,,
0.0149176,0.1311825,0.8208519,7.626373,5.48144,30.73223,2,,,,,
0.01186466,0.01480364,0.08690956,6.89243,7.341949,48.13179,2,,,,,
0.01042394,0.001771166,0.01,6.50918,8.260913,43.03093,2,,,,,
0.0183619,0.2976807,2.118999,8.92452,8.548814,3.504387,3,,,,,
0.01009841,0.006749112,0.04054682,6.846068,9.844976,22.50036,3,,,,,
0.007811778,0.00185107,0.01,6.243388,9.11194,9.069916,5,,,,,
0.009594,1.066858,5.443755,6.043755,0.9674984,10.47359,6,,,,,
0.01598772,0.002007296,0.01,6.22193,7.437642,0.9353118,0,,,,,
0.01170928,0.001804164,0.01,6.592968,8.049286,18.62442,1,,,,,
0.02395619,0.3732123,2.596658,9.402179,0.839229,23.80428,2,,,,,
0.02395619,0.3732123,2.596658,9.402179,2.713778,46.67232,2,,,,,
0.02395619,0.3732123,2.596658,9.402179,0.6108508,30.88078,2,,,,,
0.01186592,0.01485815,0.08723231,6.892753,1.6415,42.87577,2,,,,,
0.01186592,0.01485815,0.08723231,6.892753,0.7478318,34.66848,2,,,,,
0.007381287,1.034194,5.495136,6.095136,7.355935,19.93305,5,,,,,
0.007381287,1.034194,5.495136,6.095136,7.780154,42.59303,5,,,,,
0.009104878,0.001773364,0.01,6.662295,4.308301,5.853961,5,,,,,
0.009104878,0.001773364,0.01,6.662295,6.26053,16.34836,5,,,,,
0.02784607,0.4545495,3.243089,10.04861,8.460042,42.52023,2,,,,,
0.0150586,0.1359251,0.852625,7.658146,7.452912,8.382421,2,,,,,
0.01186718,0.01491268,0.08755514,6.893076,0.8894494,9.757775,2,,,,,
0.01186718,0.01491268,0.08755514,6.893076,5.03494,41.53313,2,,,,,
0.03093788,0.5637649,4.441941,11.24746,3.207334,24.19925,3,,,,,
0.01404371,0.1685642,1.118645,7.924166,7.927819,6.468527,3,,,,,
0.009162816,0.00177033,0.01,6.680236,3.984188,46.58958,5,,,,,
0.01102684,0.001882399,0.01,6.438543,6.864869,25.83621,6,,,,,
0.01171051,0.001804109,0.01,6.593277,8.54601,1.763763,1,,,,,
0.03350287,0.5605915,4.098831,10.90435,7.567448,34.36141,2,,,,,
0.03350287,0.5605915,4.098831,10.90435,4.849277,43.97015,2,,,,,
0.01186844,0.01496722,0.08787809,6.893399,5.65451,4.345859,2,,,,,
0.01186844,0.01496722,0.08787809,6.893399,2.361411,37.43703,2,,,,,
0.0104261,0.001771052,0.01,6.509776,3.558737,38.65656,2,,,,,
0.01463619,0.1884672,1.265182,8.070703,7.564576,9.486601,3,,,,,
0.01171112,0.001804082,0.01,6.593432,2.522379,42.97588,1,,,,,
0.0118697,0.01502176,0.08820111,6.893722,7.464009,22.20888,2,,,,,
0.01042681,0.001771015,0.01,6.509974,5.355956,14.8698,2,,,,,
0.01042681,0.001771015,0.01,6.509974,8.367354,45.82305,2,,,,,
0.008676296,0.001796901,0.01,6.527491,7.145938,46.53269,5,,,,,
0.0204814,0.2610616,1.659858,8.46538,5.231833,1.581458,1,,,,,
0.04769944,0.7921828,5.941351,12.74687,0.1878096,13.15743,2,,,,,
0.03849605,0.6462653,4.789259,11.59478,7.925332,4.330946,2,,,,,
0.03849605,0.6462653,4.789259,11.59478,5.072678,5.994899,2,,,,,
0.0188031,0.2480164,1.642289,8.447809,2.655158,17.7275,2,,,,,
0.01162148,0.09718468,0.5830119,7.388533,1.596807,44.7632,5,,,,,
0.01187221,0.0151309,0.08884744,6.894369,1.694251,15.89046,2,,,,,
0.06072075,0.983318,7.376135,14.18166,4.195358,21.85296,2,,,,,
0.06072075,0.983318,7.376135,14.18166,7.129428,15.71279,2,,,,,
0.06072075,0.983318,7.376135,14.18166,4.646782,1.264381,2,,,,,
0.05168971,0.8522012,6.402034,13.20755,0.06209121,13.1023,2,,,,,
0.01187347,0.01518549,0.08917074,6.894692,8.983989,47.50935,2,,,,,
0.01042897,0.001770901,0.01,6.510569,0.5413349,30.83135,2,,,,,
0.01042897,0.001770901,0.01,6.510569,8.119185,39.53188,2,,,,,
0.008678765,0.00179676,0.01,6.528278,2.245335,2.058408,5,,,,,
0.05244136,0.8633422,6.486566,13.29209,5.55182,42.87757,2,,,,,
0.05244136,0.8633422,6.486566,13.29209,4.988637,24.28629,2,,,,,
0.01042969,0.001770864,0.01,6.510767,1.353223,19.60143,2,,,,,
0.01042969,0.001770864,0.01,6.510767,3.392511,21.33049,2,,,,,
0.01265148,0.1395891,0.8538616,7.659383,0.3490361,44.46699,5,,,,,
0.01204816,0.001837397,0.01,6.703101,1.03562,11.06533,6,,,,,
0.05205148,0.7671041,5.003745,11.80927,2.907887,11.65459,0,,,,,
0.05205148,0.7671041,5.003745,11.80927,1.421449,33.96071,0,,,,,
0.05205148,0.7671041,5.003745,11.80927,0.6132686,12.88993,0,,,,,
0.05205148,0.7671041,5.003745,11.80927,1.048785,41.04498,0,,,,,
0.05205148,0.7671041,5.003745,11.80927,6.50973,16.63079,0,,,,,
0.1016474,1.605982,10.52054,17.32606,3.257315,3.389422,1,,,,,
0.1016474,1.605982,10.52054,17.32606,1.065359,35.31381,1,,,,,
0.1016474,1.605982,10.52054,17.32606,0.7935038,44.18922,1,,,,,
0.1016474,1.605982,10.52054,17.32606,3.005971,25.42797,1,,,,,
0.190983,2.701768,16.72599,23.53151,4.556048,35.47361,2,,,,,
0.190983,2.701768,16.72599,23.53151,3.580066,16.15343,2,,,,,
0.190983,2.701768,16.72599,23.53151,4.097714,14.21068,2,,,,,
0.190983,2.701768,16.72599,23.53151,2.101074,5.515274,2,,,,,
0.190983,2.701768,16.72599,23.53151,1.538229,39.16363,2,,,,,
0.190983,2.701768,16.72599,23.53151,4.198496,25.05938,2,,,,,
0.190983,2.701768,16.72599,23.53151,2.493194,7.585484,2,,,,,
0.190983,2.701768,16.72599,23.53151,2.066814,35.92818,2,,,,,
0.190983,2.701768,16.72599,23.53151,2.521688,39.88629,2,,,,,
0.190983,2.701768,16.72599,23.53151,0.3630633,21.7876,2,,,,,
0.1053038,1.59216,12.55602,19.36154,0.6542814,30.99078,3,,,,,
0.1053038,1.59216,12.55602,19.36154,1.13744,2.512239,3,,,,,
0.1053038,1.59216,12.55602,19.36154,5.47153,1.198155,3,,,,,
0.1053038,1.59216,12.55602,19.36154,4.989612,39.31113,3,,,,,
0.07060222,1.250073,7.807287,14.61281,5.257303,33.73577,4,,,,,
0.07060222,1.250073,7.807287,14.61281,1.990865,20.71522,4,,,,,
0.1149386,2.143507,12.71467,19.52019,5.478424,38.67953,5,,,,,
0.1149386,2.143507,12.71467,19.52019,0.5623671,18.092,5,,,,,
0.1149386,2.143507,12.71467,19.52019,0.4589485,4.1395,5,,,,,
0.1149386,2.143507,12.71467,19.52019,3.751581,8.087156,5,,,,,
0.1149386,2.143507,12.71467,19.52019,0.3999565,36.36451,5,,,,,
0.1149386,2.143507,12.71467,19.52019,4.870805,13.26685,5,,,,,
0.1149386,2.143507,12.71467,19.52019,4.125998,24.31333,5,,,,,
0.1149386,2.143507,12.71467,19.52019,5.19029,8.289603,5,,,,,
0.1149386,2.143507,12.71467,19.52019,4.224598,11.79854,5,,,,,
0.1149386,2.143507,12.71467,19.52019,1.104862,33.80128,5,,,,,
0.1149386,2.143507,12.71467,19.52019,1.274544,5.142875,5,,,,,
0.1068716,1.904833,11.27472,18.08025,0.4089809,30.57651,6,,,,,
0.1068716,1.904833,11.27472,18.08025,3.729202,30.46435,6,,,,,
0.1068716,1.904833,11.27472,18.08025,6.150475,17.79439,6,,,,,
0.1068716,1.904833,11.27472,18.08025,5.359654,35.71141,6,,,,,
0.1068716,1.904833,11.27472,18.08025,6.039298,8.58579,6,,,,,
0.1068716,1.904833,11.27472,18.08025,3.244204,29.09504,6,,,,,
